080500402,5,AN-NISA'(AYAT 23-147),Fact,What is commanded if one does not get water for purification?,Rest in holy dust,Shower with rainwater,No need to purify,Wash face and hands only
090500402,5,AN-NISA'(AYAT 23-147),Fact,What is the order related to facing the book?,Fight them,Drive them out of the country,Allowing their teachings to spread,Be gentle
100500402,5,AN-NISA'(AYAT 23-147),Fact,To whom is the nature of disbelief returned?,To the unbelievers,To the hypocrites,To the polytheists,To the people of the book
110500402,5,AN-NISA'(AYAT 23-147),Fact,What is Allah's promise for those who believe and do righteous deeds?,Entered into heaven in which rivers flow,Rewarded only a little,His sins are not forgiven,Given glory in the world only
120500402,5,AN-NISA'(AYAT 23-147),Fact,What is commanded if being a leader?,Delivering trust to its members,Rule arbitrarily,Hiding the truth,Taking people's property
130500402,5,AN-NISA'(AYAT 23-147),Fact,What does they are those whom God knows what is in their hearts mean?,God knows that they are actually hypocrites,God does not know their hearts,Angels know their hearts,They are honest people
140500402,5,AN-NISA'(AYAT 23-147),Fact,What is Allah's promise for those who obey Him?,Will be admitted to heaven with the prophets and martyrs,Will be put in hell,Will be dishonored in the world,Won't get anything
150500402,5,AN-NISA'(AYAT 23-147),Fact,Why should believers believe in the Prophet SAW?,Because they acknowledge that the Prophet SAW is truly a Messenger sent by God,Because of the command of the angel Gabriel,Because the Prophet SAW is a kind person,Because the Prophet SAW was an ordinary human being
160500402,5,AN-NISA'(AYAT 23-147),Story,What does Allah command the believers when they want to fight?,Get ready with all the strength you have,Attack the enemy suddenly,Be weak and cowardly,Invite the enemy to fight forever
170500402,5,AN-NISA'(AYAT 23-147),Fact,What is the advice to deal with people who are inclined and believe more in infidels?,Give them a warning,Banish them from society,Punish them,Be tough on them
180500402,5,AN-NISA'(AYAT 23-147),Story,What is the attitude of the hypocrites when ordered to fight?,Reluctant and afraid to fight,Eager to fight,Help with property,Pretend to be healthy
190500402,5,AN-NISA'(AYAT 23-147),Fact,What is mentioned about the attitude of the hypocrites?,They always deny Allah's favor,They are very diligent in worship,They always obey the leader,They always keep their promises
200500402,5,AN-NISA'(AYAT 23-147),Story,What is commanded when invited to make peace?,Accept the invitation to make peace,Just ignore it,Retaliate with violence,Refusing and continuing the war
210500402,5,AN-NISA'(AYAT 23-147),Story,Why did Allah SWT asks Prophet Muhammad to give personal advice?,So that they do not feel ashamed in front of others,So they can respond back,So they can pretend to be good,So that they can sleep peacefully
220500402,5,AN-NISA'(AYAT 23-147),Hukum,What is mentioned about how to respond to greetings?,It is recommended to answer with a better greeting,No need to answer the greeting,Makruh to answer a longer greeting,Must reply with the same greeting
230500402,5,AN-NISA'(AYAT 23-147),Story,What is the action ordered by God against people who want to migrate from the polytheists?,Receive the person well,Killed him,Drive him out of the country,Rejected his Islam
240500402,5,AN-NISA'(AYAT 23-147),Hukum,What punishment can be given to a person who kills a believer accidentally?,Paying diya and freeing slaves,Sentenced to death,Imprisoned for life,There is no punishment
250500402,5,AN-NISA'(AYAT 23-147),Story,Who is excluded from jihad according to Surah an-Nisa?,People with disabilities such as blindness or lameness,People who are busy with work,People who are continuing their studies,Rich people
260500402,5,AN-NISA'(AYAT 23-147),Story,What are the advantages promised to the mujahideen compared to those who do not fight for Allah?,One degree advantage and a huge reward,More treasures in the world,A powerful advantage in the world,A longer life
270500402,5,AN-NISA'(AYAT 23-147),Fact,What did Allah command about being a judge?,Make decisions fairly and honestly,Make decisions with bias,Make a decision according to your heart's desire,Make decisions based on corruption
280500402,5,AN-NISA'(AYAT 23-147),Hukum,What is the sin that will not be forgiven by Allah SWT?,The sin of polytheism,The sin of adultery,The sin of robbing,The sin of stealing
290500402,5,AN-NISA'(AYAT 23-147),Fact,Who gets a greater reward according to Surah an-Nisa?,Those who fight with their property and soul,Those who stay at home for no reason,Those who are sick and do not go to jihad,Those who work to support the family
300500402,5,AN-NISA'(AYAT 23-147),Fact,What is the advice of Allah SWT related to the problem of orphans?,Take good care of orphans,Ignoring the rights of orphans,Taking the property of orphans,Marry orphans without dowry
310500402,5,AN-NISA'(AYAT 23-147),Fact,What did Allah SWT command about upholding justice?,Be fair to anyone,Be fair only to relatives,Be fair only to the rich,No need to be fair
320500402,5,AN-NISA'(AYAT 23-147),Fact,What is the right attitude towards hypocrites?,Hate and distrust them,Love and praise them,Honor their existence,Make them leaders
010600402,6,AN-NISA'(AYAT 148-176),Fact,What does Allah SWT dislike to be said openly?,Swear words and reproaches,Praise be to Him,A good prayer,Saying thank you
020600402,6,AN-NISA'(AYAT 148-176),Fact,What will happen to those who worship god other Allah SWT?,They do not believe in the majesty of God,They are very obedient to God,They believe with all their hearts,They always repent
030600402,6,AN-NISA'(AYAT 148-176),Fact,What does Allah command the believers if they have committed a sin?,Repent immediately,Continue in disbelief,Hate the apostles,Worship god other than Allah
040600402,6,AN-NISA'(AYAT 148-176),Story,What did the Children of Israel ask Prophet Musa pbuh?,To be shown the scriptures from heaven,For God to be shown openly,To be shown the fire of hell,In order to be freed from the obligation to pay zakat
050600402,6,AN-NISA'(AYAT 148-176),Story,What did the Jews actually do to Prophet Isa pbuh?,Attempted assassination but was unsuccessful and crucified him,Absolutely killed it,Crucify him,Oppose him but do not kill him
060600402,6,AN-NISA'(AYAT 148-176),Hukum,What will Allah SWT do to people who commit sins and disobey continuously?,Punish them with a painful punishment,Forgive and forgive them,Honor them all,Expelled them from the inhabited land
070600402,6,AN-NISA'(AYAT 148-176),Story,Who are the People of the Book who believe in Allah and the Hereafter?,Because they broke God's rules a lot,Because of their cruelty in spreading religious knowledge,Because of their cruelty in taking usury,The Majoosi
080600402,6,AN-NISA'(AYAT 148-176),Fact,What did Allah say about Prophets?,God does not discriminate between His prophets,Allah distinguishes His prophets,Only the last prophet was sent by Allah,Prophets are sent only to certain people
090600402,6,AN-NISA'(AYAT 148-176),Fact,What does God command to humans in relation to faith?,Don't go beyond what is right in religion,Exaggeration in religion,Leaving the teachings of the prophets,Following lust
100600402,6,AN-NISA'(AYAT 148-176),Fact,What punishment has been prepared for the Jews who break God's commandments?,Tortured in this world and in the hereafter,Good food is forbidden,Charged usury in their property,Fed rotten food
110600402,6,AN-NISA'(AYAT 148-176),Fact,What did Allah command the Messenger to convey to mankind?,To worship God and deliver His revelation,To make a new religion,To worship idols,To worship himself as the Messenger only
120600402,6,AN-NISA'(AYAT 148-176),Fact,Is the warning of Allah SWT related to the belief of tauhid?,Do not worship other God other than Allah SWT,Worshiping idols is allowed,Can worship other than Allah,Allah has children and wives
130600402,6,AN-NISA'(AYAT 148-176),Fact,What is the status of Prophet Isa pbuh emphasized?,A messenger of Allah,God other than Allah,Son of Allah,Allah's highest angel
140600402,6,AN-NISA'(AYAT 148-176),Fact,What is Allah's threat to the disbelievers?,Will be gathered to Hell,Will be admitted to heaven,Will be given abundant wealth,Will be given glory in the world
150600402,6,AN-NISA'(AYAT 148-176),Fact,What is Allah's promise to those who believe in Him?,They will remain in hell forever,They will be guided by God,They will be admitted to heaven,They will be forgiven of their sins by God
160600402,6,AN-NISA'(AYAT 148-176),Hukum,How is the inheritance divided if a person dies without leaving a father and sonbut only siblings left?,A brother gets twice the share of a sister,Entire property for brother,Sisters get no share,Brothers and sisters get equal shares
170600402,6,AN-NISA'(AYAT 148-176),Fact,What is meant by those who are firm and deep in knowledge?,People who have deep religious knowledge,People who only practice worldly knowledge,People who have a lot of material wealth,People who only practice religious knowledge theoretically
180600402,6,AN-NISA'(AYAT 148-176),Hukum,What is the law of eating slaughtered animals without mentioning the name of Allah SWT?,Illegal,Halal,Makruh,Mubah
190600402,6,AN-NISA'(AYAT 148-176),Chapter Verses,What is meant by slaughter on nushub?,Animals slaughtered for idols,Slaughter animals for special festivals,Slaughter beasts on the top of the mountain,Slaughter animals by stoning
200600402,6,AN-NISA'(AYAT 148-176),Fact,What does Allah command the believers before starting prayer?,Wudhu,Gargle,Drinking water,Stroke the head
210600402,6,AN-NISA'(AYAT 148-176),Fact,Which part of the body is NOT ordered to be washed during wudhu?,Stomach,Feet,Face,Hands
220600402,6,AN-NISA'(AYAT 148-176),Story,What promises were broken by some of the Children of Israel?,Believe in the messengers of Allah,Do not worship idols,Set up prayer,Issuing zakat
230600402,6,AN-NISA'(AYAT 148-176),Story,Who among the Children of Israel remained faithful and did not break the covenant?,Muslims,Christians,The Jews,Not mentioned
240600402,6,AN-NISA'(AYAT 148-176),Hukum,What does the verse emphasize about the attributes of angels?,Cursed and removed from Allah's mercy,They are arrogant and refuse to worship God,They are the children of God,They are God's helpers
250600402,6,AN-NISA'(AYAT 148-176),Story,Who killed his brother in the story of the first murder told in this surah?,Qabil,Habil,Prophet Adam pbuh,His name is not mentioned
260600402,6,AN-NISA'(AYAT 148-176),Story,Why did Cain kill his brother Abel?,Receive the truth from Allah,Because it is an order of the devil,Because he had to protect Prophet Adam,Because that was Abel's request
270600402,6,AN-NISA'(AYAT 148-176),Story,Why did Cain feel remorse after killing his brother?,Because of the great sin he committed,For not knowing how to bury the dead,Because he can't get married again,Because feeling lonely without relatives
280600402,6,AN-NISA'(AYAT 148-176),Hukum,What is the hudud punishment for male thieves and female thieves?,Cut hands,Imprisoned,Fine,Death sentence
290600402,6,AN-NISA'(AYAT 148-176),Fact,What will happen to people who repent after committing crimes against other people?,Forgiveness of sins and repentance is accepted by God,The sentence is reduced,Forgiveness of sins but still thrown into hell,There is no forgiveness
300600402,6,AN-NISA'(AYAT 148-176),Fact,What is the term for those who pretend to follow religious teachings but actually do not acknowledge it in their hearts?,Hypocrite,Non believer,Wicked,Polytheist
310600402,6,AN-NISA'(AYAT 148-176),Fact,What does ghuluw mean in religion?,Exaggerate in religion,Insulting other people's religion,Reject religious teachings,Idolatry
320600402,6,AN-NISA'(AYAT 148-176),Fact,What disease does God present in the hearts of those who take Jews and Christians as leaders?,Doubt,Happy,Proud,Poverty
330600402,6,AN-NISA'(AYAT 148-176),Fact,What does Allah SWT say about some Jews and Christians?,Many of them are wicked and polytheists,They are the best of people,They follow the teachings of the apostles,They all believe in Allah
340600402,6,AN-NISA'(AYAT 148-176),Fact,What does it say about hypocrites?,They deny the verses of Allah,They believe in God and His Messenger,They always take care of prayer,They love Allah and His Messenger very much
350600402,6,AN-NISA'(AYAT 148-176),Fact,What will happen to those who disbelieve and die in disbelief?,Prophet Muhammad SAW,They will be forgiven by God,They will be punished temporarily in hell,They will be given a second chance to repent
360600402,6,AN-NISA'(AYAT 148-176),Fact,What is the duty of Prophet Muhammad SAW?,Delivering a message from Allah,Leading Muslims,Fighting the infidels,Punish the hypocrites
370600402,6,AN-NISA'(AYAT 148-176),Story,Who among the Christians is closest to the believers?,The Christians of Najran,The Quraish Christians,Abyssinian Christians,Roman Christians
380600402,6,AN-NISA'(AYAT 148-176),Story,Why are some Christians praised in this surah?,Because of their humility and non-conceit,Because of their fault,Because of their wealth,Because of their military strength
010700502,7,AL-MA'IDAH(AYAT 83-120),Hukum,What is the answer for those who do not believe after hearing the verses of Allah?,Cursed and got a painful punishment,Expelled from hometown,Killed with a sword,Imprisoned for life
020700502,7,AL-MA'IDAH(AYAT 83-120),Chapter Verses,What should not be eaten even if the animal is slaughtered in the name of Allah?,Denial of the verses of Allah,Animals that are slaughtered on the day of sacrifice,Animals slaughtered by Muslims,Fish and seafood
030700502,7,AL-MA'IDAH(AYAT 83-120),Chapter Verses,What is meant by not exceeding the limit in relation to matters permitted by Allah?,No exaggeration,Blasphemy,Not extravagant,Does not reduce the rights of others
040700502,7,AL-MA'IDAH(AYAT 83-120),Hukum,What is the punishment for breaking the oath on purpose?,Got a big sin,Freeing slaves,Penalty limit imposed,There is no specific punishment
050700502,7,AL-MA'IDAH(AYAT 83-120),Hukum,What is the ruling on killing wild animals while in ihram?,Illegal,Allowed,Makruh,circumcision
060700502,7,AL-MA'IDAH(AYAT 83-120),Hukum,What is the expiation for a person who kills game animals while in ihram?,Slaughter animals for slaughter,Fasting,Pay a fine,Feed the poor
070700502,7,AL-MA'IDAH(AYAT 83-120),Fact,How to calculate the expiation of killing game animals during ihram.,With its value it was decided that two people were fair,With his body size,With the weight of the meat,With the type of animal
080700502,7,AL-MA'IDAH(AYAT 83-120),Fact,Who has the right to punish those who kill wild animals during ihram?,Two fair people,Government,Scholar,Leader of Hajj
090700502,7,AL-MA'IDAH(AYAT 83-120),Hukum,What is the additional punishment for those who repeat killing game animals whenihram after paying kaffarah?,Answer in the afterlife,The fine is doubled,Prison,There are no additional penalties
100700502,7,AL-MA'IDAH(AYAT 83-120),Fact,What is made as a famous place for people to perform Hajj?,Haram Mosque,Arafat field,Safa and Marwah hills,Aqsa Mosque
110700502,7,AL-MA'IDAH(AYAT 83-120),Hukum,What is NOT among the prohibitions when performing ihram?,Adultery,Shaving hair,Hunting animals,Fighting
120700502,7,AL-MA'IDAH(AYAT 83-120),Fact,What is meant by the old place of prayer in this surah?,Masjidil Haram,Quba Mosque,Prophet's Mosque,Jerusalem
130700502,7,AL-MA'IDAH(AYAT 83-120),Fact,What does Allah prescribe as the Qiblah for the believers?,Kaabah,Jerusalem,Safa and Marwah hills,Arafah
140700502,7,AL-MA'IDAH(AYAT 83-120),Fact,What will happen to all mankind on the Day of Judgment?,Collected to count,Entered into heaven,Punished in hell,Resurrected as a corpse
150700502,7,AL-MA'IDAH(AYAT 83-120),Story,Who is called hawariyun?,Loyal followers of Prophet Isa pbuh,The angels,The previous prophets,Followers of Prophet Muhammad SAW
160700502,7,AL-MA'IDAH(AYAT 83-120),Story,What is the confession of the hawariyun to Prophet Isa pbuh?,They believe in Allah and Prophet Isa,They still disbelieve in God,They deny the apostleship of Jesus,They doubt Prophet Isa pbuh
170700502,7,AL-MA'IDAH(AYAT 83-120),Story,What did Prophet Jesus AS do to the Torah Book?,He approved the Book of the Torah and explained its content to the Children of Israel,His Majesty canceled the Book of Torah completely,Nabi Muhammad SAW,He did not pay attention to the Torah Book
180700502,7,AL-MA'IDAH(AYAT 83-120),Story,How did Allah SWT call Prophet Isa pbuh?,Prophet Jesus,Prophet Moses,the Prophet Muhammad,Prophet Ibrahim
190700502,7,AL-MA'IDAH(AYAT 83-120),Story,What did God command Prophet Isa pbuh?,Just worship Allah,Idolatry,Worship the angels,Worship yourself
190700502,7,AL-MA'IDAH(AYAT 83-120),Story,What is the attitude of Prophet Isa pbuh towards his followers who worship him?,Racing in doing good deeds,Avoiding God's law,Leaving the teachings of the Prophet Muhammad,Following human desires
200700502,7,AL-MA'IDAH(AYAT 83-120),Fact,To whom do all creatures return?,To Allah,To yourself,To the angels,To the prophets
010700602,7,AL-AN'AM(AYAT 1-110),Fact,What is revealed from God in the month of Ramadan according to this surah?,Al Quran,Injil,Torah,Psalms
020700602,7,AL-AN'AM(AYAT 1-110),Fact,What is the origin of man made by God?,Clay,Fire,Man from starch,Themselves
030700602,7,AL-AN'AM(AYAT 1-110),Fact,What is the attitude of most people?,Disobedience,Believing,Redha (Accept of surrender),Obey
040700602,7,AL-AN'AM(AYAT 1-110),Hukum,What action will Allah take against the people who disobey Allah's orders?,Destroy them,Praise them,Reward them,Banish them
050700602,7,AL-AN'AM(AYAT 1-110),Story,What does God say about Satan?,Satan is the enemy of man,Satan is man's best friend,Satan has the power to give life,Satan cannot influence humans
060700602,7,AL-AN'AM(AYAT 1-110),Story,What was commanded to the Prophet SAW?,Believe in Allah and forgive,Idolatry,Turn away from the religion of Allah,Following the footsteps of the polytheists
070700602,7,AL-AN'AM(AYAT 1-110),Fact,What does Allah say as proof of His greatness and majesty?,Rebuilding a once destroyed state,Create an active social life,Creating political stability,Develop a declining economy
080700602,7,AL-AN'AM(AYAT 1-110),Fact,What will be the condition of the unbelievers on the Day of Judgment?,They are scared,Be grateful to Allah swt,They had fun,They are waiting for heaven
090700602,7,AL-AN'AM(AYAT 1-110),Hukum,What did Allah say about the people who disobeyed the previous Messengers?,They were destroyed,They are not punished,They were only given a mild warning,They ask for forgiveness with beristighfar
110700602,7,AL-AN'AM(AYAT 1-110),Fact,What is Allah's advice to believers?,Be patient and trust,Leave the prayer,Give up,Pray to idols
120700602,7,AL-AN'AM(AYAT 1-110),Fact,What does Allah command the believers?,Follow the straight path,Following the path of the unbelievers,Following the path of the polytheists,Following the path of the devil
130700602,7,AL-AN'AM(AYAT 1-110),Fact,What does Allah have the keys to?,They will be punished with a painful torment,They will get glory and wealth,They will be punished with light torture,They will be forgiven by God
140700602,7,AL-AN'AM(AYAT 1-110),Fact,What is the picture of life in the afterlife for believers?,Get the pleasure of heaven,Suffering punishment,Entered into hell,Put into the fire
150700602,7,AL-AN'AM(AYAT 1-110),Fact,What does Allah have apart from His mercy?,All answers are correct,The wealth of the universe,All the greatness in heaven and earth,Power to turn
160700602,7,AL-AN'AM(AYAT 1-110),Chapter Verses,Among the given answer choices which one counts as invalid?,Idolatry,Eat in small quantities,Taking care of health,True words
180700602,7,AL-AN'AM(AYAT 1-110),Story,Why do the infidels not want to believe in the Prophet SAW?,Their arrogance,Their humility,Ancestral influence,No reason
190700602,7,AL-AN'AM(AYAT 1-110),Fact,What will those who believe and do righteous deeds get?,Entered into heaven,Away from Allah's mercy,Punished in the afterlife,Get a painful punishment
200700602,7,AL-AN'AM(AYAT 1-110),Fact,What will Allah promise to those who do righteous deeds?,A better reply,Poverty,The punishment of hell,Destruction
210700602,7,AL-AN'AM(AYAT 1-110),Fact,What do polytheists do to Allah?,Worship god other than Allah,Praise Him,Worship Him,Glorify Him
220700602,7,AL-AN'AM(AYAT 1-110),Fact,Who is Allah's witness to the truth of the Qur'an according to this surah?,The Angels,Prophet SAW,Prophet Musa,Taurat
230700602,7,AL-AN'AM(AYAT 1-110),Fact,What will be the condition of polytheists in the afterlife?,Humiliated and humiliated,Being in a permanent place of residence,Get glory,Get a decent reward
240700602,7,AL-AN'AM(AYAT 1-110),Story,What is the proof of prophethood of Prophet Muhammad SAW?,He is illiterate,He brought angels,He comes from Bani Israel,He got guidance from Zabur
250700602,7,AL-AN'AM(AYAT 1-110),Story,What is Allah's advice to the Messenger of Allah?,Rely on God,Idolatry,Following the footsteps of the infidels,Depends on the person
260700602,7,AL-AN'AM(AYAT 1-110),Fact,What does stopping in their ears mean?,Delivering Allah's message,They listen clearly and understand,They have a sensitive ear for the truth,They are unable to listen to the verses of the Quran
270700602,7,AL-AN'AM(AYAT 1-110),Story,Why do the unbelievers still refuse to believe even when miracles are brought?,His disbelief is too ingrained,They are not proud of their polytheism,They are diligent to believe,They do not know the truth
280700602,7,AL-AN'AM(AYAT 1-110),Fact,What is mentioned about Allah is the one providing guidance to humans?,Allah turned their hearts,Allah gives guidance to all people,Allah turned away their faces,Allah denied them
010800602,8,AL-AN'AM(AYAT 111-165),Story,What is the main cause of disbelief even though miracles have been brought to them?,Their hearts have been influenced by the devil,They accused Prophet Muhammad SAW of being a hypocrite,They don't care,No reason
020800602,8,AL-AN'AM(AYAT 111-165),Story,How do polytheists view the Quran?,The Quran is magic,Al-Quran is a fable of modern people,Al-Quran is a beautiful work of literature,Al-Quran is a holy book revealed by Allah
030800602,8,AL-AN'AM(AYAT 111-165),Chapter Verses,What is meant by Allah knows best where to place His apostolic duties?,Allah chooses messengers based on His own will,Allah chooses messengers based on wealth and social status,God chooses messengers based on physical strength,Allah chooses the messengers based on the beauty of the face
040800602,8,AL-AN'AM(AYAT 111-165),Hukum,What consequences will be received by those who commit fraud?,They will be humiliated in the sight of Allah and a very heavy punishment,They will be forgiven by Allah,They will go to heaven,They will be guided by Allah
050800602,8,AL-AN'AM(AYAT 111-165),Fact,What is the main purpose of Prophet Muhammad SAW sent as an apostle?,To bring happiness and grace to the universe,To uphold justice in Arab Land only,To teach knowledge to Arabs only,To be the supreme leader in Mecca
060800602,8,AL-AN'AM(AYAT 111-165),Fact,Who is the right God to worship?,Allah SWT,Angel,Nabi Muhammad SAW,Idols
070800602,8,AL-AN'AM(AYAT 111-165),Story,Which tribe is mentioned to have disobeyed the messengers sent to them?,Prophet Nuh's tribe,The Ansar,Banu Khazraj,Muslims
080800602,8,AL-AN'AM(AYAT 111-165),Story,What is meant by tribulation and destitution inflicted on the previous nations?,Difficulty in life and poverty,A life of luxury and abundance,Peace and tranquility,Wealth and prosperity
090800602,8,AL-AN'AM(AYAT 111-165),Story,What is the main purpose of Allah inflicting misery and poverty on the previous peoples?,So that they ask Allah with humility,So that they worship god other than Allah,So that they disobey the messengers who were sent,So that they live in luxury
100800602,8,AL-AN'AM(AYAT 111-165),Hukum,What will be the reward for those who disobey Allah's command?,They will be destroyed like the previous rebellious nations,They will be forgiven by Allah,They will be guided by God,They will go to heaven
110800602,8,AL-AN'AM(AYAT 111-165),Fact,What is commanded to the believers?,To be patient and trust in Allah,To follow the path of the polytheists,To abandon their faith,To worship idols
120800602,8,AL-AN'AM(AYAT 111-165),Chapter Verses,What is meant by do not follow the path of polytheists?,Do not worship idols like the polytheists,Do not believe in Allah like the polytheists,Do not give charity like the polytheists,Do not fast like the polytheists
130800602,8,AL-AN'AM(AYAT 111-165),Chapter Verses,What is meant by surrender to Allah?,Surrender all matters only to Allah,Worship idols,Denying the oneness of God,Following the path of the devil
140800602,8,AL-AN'AM(AYAT 111-165),Hukum,What is forbidden to eat?,Dead animals blood and pork,All kinds of meat,Vegetables and fruits,Fish and seafood
150800602,8,AL-AN'AM(AYAT 111-165),Hukum,Why is pork banned?,Because pigs are dirty animals,The reason is not explained in the verse,Because pigs are wild animals,Because pigs are sacred animals
160800602,8,AL-AN'AM(AYAT 111-165),Chapter Verses,What is meant by slaughtered for other than Allah?,An animal that is slaughtered by mentioning a name other than Allah,An animal slaughtered in the right way,Animals that are slaughtered without mentioning any name,Animals that are slaughtered by mentioning the name of Allah
170800602,8,AL-AN'AM(AYAT 111-165),Fact,What is allowed to eat?,Halal food that is slaughtered by mentioning the name of Allah,All types of food without exception,Illegal foods such as pigs and carcasses,Unslaughtered food
180800602,8,AL-AN'AM(AYAT 111-165),Fact,What is commanded to the believers regarding slaughter?,To slaughter an animal by mentioning the name of Allah,To eat food slaughtered by infidels,To fast every day after the slaughter,To slaughter an animal by mentioning a name other than Allah
190800602,8,AL-AN'AM(AYAT 111-165),Fact,What is the order given regarding the behavior of children towards parents?,Be kind to parents,Treating parents badly,Ignoring parents,Disobedience to parents
200800602,8,AL-AN'AM(AYAT 111-165),Hukum,Why is there a ban on killing children for fear of poverty?,Because children are a gift from God,Because killing children is a minor sin,Because children are a burden,The reason is not explained in the verse
210800602,8,AL-AN'AM(AYAT 111-165),Chapter Verses,What is meant by the book that explains all things?,Holy Quran,Taurat,Zabur,Book of Psalms
220800602,8,AL-AN'AM(AYAT 111-165),Fact,What is the purpose of the revelation of the Qur'an?,To bring much evidence guidance and grace,To divert people from the right path,To bring disaster to mankind,To lead people astray from the truth
230800602,8,AL-AN'AM(AYAT 111-165),Fact,Who gets the real clue?,People who follow Allah's guidance,People who follow lust,People who worship idols,People who deny the truth
010800702,8,AL-A'RAF(AYAT 1-87),Story,What materials were used to create Prophet Adam?,Clay,Water,Fire,Air
020800702,8,AL-A'RAF(AYAT 1-87),Story,What did Allah command Prophet Adam after repenting?,Come down to earth and become a caliph,Live in heaven,Fasting for 40 days,Perform Hajj
030800702,8,AL-A'RAF(AYAT 1-87),Fact,Who is the real enemy of mankind?,Devil,Wild animal,Other humans,Angel
040800702,8,AL-A'RAF(AYAT 1-87),Chapter Verses,What is meant by garment of piety based on the verse below?O children of Adam! Indeed We have sent down to you (materials for) clothes to cover your private parts and clothes for jewelry; and the clothes that are in the form of piety are the best. That is one of the signs (of abundant grace) ) Allah (and His mercy to His servants) so that they remember him (and be grateful).,Do obedience to Allah,Clothes that cover the aurat perfectly,Beautiful clothes to decorate,Clothes that protect yourself from heat and cold
050800702,8,AL-A'RAF(AYAT 1-87),Fact,What is the attitude of the unbelievers when they are put in hell?,They acknowledge the oneness of Allah,They begged to be admitted to heaven,They begged to be returned to hellfire,All answers are correct
060800702,8,AL-A'RAF(AYAT 1-87),Story,What is the request of Bani Israel that shows their disbelief?,Asking to be shown to Allah openly,Asking for a book to be sent down from heaven,Ask for delicious food,Asking to open the door of Heaven
070800702,8,AL-A'RAF(AYAT 1-87),Story,What did the Israelites do after receiving guidance from Allah?,They disbelieved and worshiped the image of a calf,They are grateful and obedient,They embraced Islam,They fled from the land of Egypt
080800702,8,AL-A'RAF(AYAT 1-87),Story,How did Prophet Musa react when he found his people worshiping the image of a calf?,Prophet Musa got angry and broke the statue,Prophet Musa just let their behavior,Prophet Musa was sad and cried,Prophet Musa mocked them all
090800702,8,AL-A'RAF(AYAT 1-87),Story,Who is the Prophet sent to the people of 'Aad?,Prophet Hud,Prophet Nuh,Prophet Saleh,Prophet Shu'aib
100800702,8,AL-A'RAF(AYAT 1-87),Story,What is the main appeal of Prophet Hud to his people?,Worship God and fear Him,Idolatry,Leaving their city,Kill their leaders
110800702,8,AL-A'RAF(AYAT 1-87),Story,How did the people of 'Aad react to the call of Prophet Hud?,They lie and disobey God's commands,They believe and worship God,They expelled Prophet Noah from their city,They ignore it
120800702,8,AL-A'RAF(AYAT 1-87),Story,What was the reward received by the people of 'Aad for their disobedience?,They were destroyed by strong winds,They were punished with earthquakes,They were drowned in the sea,They were pelted with stones
130800702,8,AL-A'RAF(AYAT 1-87),Story,Who is Prophet sent to Tsamud?,Prophet Saleh,Prophet Nuh,Prophet Hud,Prophet Shu'aib
140800702,8,AL-A'RAF(AYAT 1-87),Story,What miracles were given to Prophet Saleh as proof of his apostleship?,A she-camel from stone,A stick that can become a snake,Water gushing from the rock,Heavy rain that fell after a long drought
150800702,8,AL-A'RAF(AYAT 1-87),Story,How did the Tsamud people react to the miracle of the female camel?,They deny and deny it,They believe in Prophet Saleh,They just let it go,They worshiped the camel
160800702,8,AL-A'RAF(AYAT 1-87),Story,What was the reward received by the people of Tsamud for their disobedience?,They were destroyed with a loud scream,They were destroyed by strong winds,They were punished with earthquakes,They were drowned in the sea
180800702,8,AL-A'RAF(AYAT 1-87),Story,What is the great sin committed by the people of Prophet Luth?,Committing homosexuality (sodomy),Idolatry,Kill the prophets,Robbing and stealing
190800702,8,AL-A'RAF(AYAT 1-87),Story,How did the people of Prophet Luth react to his call?,They continue to disobey and sin,They repent and believe,They expelled Prophet Luth from their city,They pretend not to hear
200800702,8,AL-A'RAF(AYAT 1-87),Story,What is the request of the people of Sodom to Prophet Lut?,For Prophet Luth to come out of their city,For Prophet Luth to bring a miracle from Allah,So that Prophet Luth would continue to advise them,So that Prophet Luth prays to God to bring down the punishment
210800702,8,AL-A'RAF(AYAT 1-87),Story,What is the punishment inflicted on the people of Prophet Luth?,Showered with stones from hell,Destroyed by strong winds,Tormented by earthquakes,Drowned in the sea
220800702,8,AL-A'RAF(AYAT 1-87),Story,Who was the Prophet sent to the Madyans?,Prophet Shu'aib,Prophet Musa,Prophet Luth,Prophet Hud
230800702,8,AL-A'RAF(AYAT 1-87),Story,What is the main appeal of Prophet Shu'aib to his people?,Worship Allah and abandon polytheism,Migrating to another country,Fighting the polytheists,Worship idols
240800702,8,AL-A'RAF(AYAT 1-87),Story,What is Prophet Shu'aib's advice to his people besides worshiping God?,Be fair in reasoning,Leaving their city,Paying zakat and charity,Fasting and performing Hajj
250800702,8,AL-A'RAF(AYAT 1-87),Story,How did the people of Madyan react to the call of Prophet Shu'aib?,They lied and threatened him,They believe and worship Allah,They expelled Prophet Shu'aib from their city,They ignore it
010900702,9,AL-A'RAF(AYAT 88-206),Story,What is the threat of the Madyans to Prophet Shu'aib and his followers?,They will be expelled from the city of Madyan,They will be stoned,They will be imprisoned,They will be killed
020900702,9,AL-A'RAF(AYAT 88-206),Story,What is the reason for Prophet Shu'aib to stay in the city of Madyan despite being threatened?,Because he hoped the Madyans would believe,Because Madyan is his birthplace,Because he is afraid of people,Because he likes life in Madyan
